gender,estimated_age,color_of_scales,color_of_eyes,color_of_wings,est_body_length,shape_of_snout,shape_of_teeth,scales_present,scale_texture,body_texture,feathers_present,snout_length,shape_of_body,wingspan,number_of_limbs,facial_spikes,frilled,length_of_horns,shape_of_horns,shape_of_tail,loc_of_sighting,aggressiveness,flight_speed,is_venomous,breathing_fire_observed,breathing_ice_observed,observed_by,year_observed,species
unknown,adult,tan,green,tan,2.5100330485939897,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,6.87765706650261,2,no,yes,short,spiny,fluted,Ecuador,7,58.240897642245855,yes,no,no,WX,1967,Peruvian Vipertooth
female,adult,gold,amber,gold,0.0,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,9.32375532107449,2,no,yes,short,spiny,fluted,Brazil,9,0.0,yes,no,no,NN,2018,Peruvian Vipertooth
female,unknown,tan,green,tan,6.125286582355764,pointed,curved,yes,smooth,mixed,yes,0.7334344012143245,lithe,12.589928532063484,2,no,yes,short,pointed,fluted,Ecuador,8,61.525485771772644,yes,no,no,NK,1973,Peruvian Vipertooth
xis,juvenile,red,green,red,1.134171194638058,pointed,curved,yes,smooth,mixed,yes,0.31879788439602735,lithe,2.3559460630497386,2,no,yes,short,pointed,fluted,Open Ocean,7,72.07967868496463,yes,no,no,CT,1956,Peruvian Vipertooth
unknown,adult,gold,yellow,gold,3.775169207294928,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,9.557789516407459,2,no,yes,short,spiny,fluted,Brazil,8,59.76517741023021,yes,no,no,VM,1979,Peruvian Vipertooth
female,juvenile,brown,green,brown,0.0,pointed,curved,yes,smooth,mixed,yes,0.5356354338396878,lithe,3.928631891997577,2,no,yes,short,pointed,fluted,Ecuador,10,0.0,yes,no,no,TR,1993,Peruvian Vipertooth
male,juvenile,tan,green,tan,0.0,pointed,curved,yes,smooth,mixed,yes,0.3400998855107477,lithe,2.557312424170626,2,no,yes,short,pointed,fluted,Open Ocean,8,67.52575485467807,yes,no,no,BR,2020,Peruvian Vipertooth
xis,adult,brown,green,brown,2.91955201094713,pointed,curved,yes,smooth,mixed,yes,0.4477668387176873,lithe,6.092315545224321,2,no,yes,short,spiny,fluted,Open Ocean,6,63.52783590453119,yes,no,no,BB,1955,Peruvian Vipertooth
unknown,elder,bronze,yellow,bronze,4.82255975218287,pointed,curved,yes,smooth,mixed,yes,0.6115280492532027,lithe,9.513737856118068,2,no,yes,short,pointed,fluted,Ecuador,8,58.90447966536245,yes,no,no,KN,1980,Peruvian Vipertooth
male,elder,pink,red,pink,5.252712632561272,pointed,curved,yes,smooth,mixed,yes,0.6366728029156155,lithe,0.0,2,no,yes,short,pointed,fluted,Peru,7,59.1854501743552,yes,no,no,VM,1962,Peruvian Vipertooth
female,adult,gold,green,gold,0.0,pointed,curved,yes,smooth,mixed,yes,0.42868000966208614,lithe,6.216262885741379,2,no,yes,short,pointed,fluted,Ecuador,9,63.076891082575514,yes,no,no,BR,1957,Peruvian Vipertooth
unknown,adult,bronze,yellow,bronze,4.722523648694325,pointed,curved,yes,smooth,mixed,yes,0.8589202557198258,lithe,10.34928529058375,2,no,yes,short,pointed,fluted,Ecuador,9,62.62207380729962,yes,no,no,TR,1993,Peruvian Vipertooth
xis,adult,copper,green,copper,3.8323833698588357,pointed,curved,yes,smooth,mixed,yes,0.48094074424215694,lithe,9.374632827727332,2,no,yes,short,pointed,fluted,Open Ocean,5,56.202081565403596,yes,no,no,OH,2009,Peruvian Vipertooth
unknown,adult,red,yellow,red,3.2200203358463906,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,7.150258737068848,2,no,yes,short,spiny,fluted,Ecuador,6,57.01206087375862,yes,no,no,LM,2004,Peruvian Vipertooth
male,adult,gold,yellow,gold,0.0,pointed,curved,yes,smooth,mixed,yes,0.20711028849088878,lithe,4.524949753640556,2,no,yes,short,spiny,fluted,Egypt,8,57.61229914432215,yes,yes,no,VM,1998,Peruvian Vipertooth
unknown,elder,copper,amber,copper,5.165045912639368,pointed,curved,yes,smooth,mixed,yes,0.8897168792536865,lithe,10.501112495053707,2,no,yes,short,spiny,fluted,Open Ocean,7,50.30729544361109,yes,no,no,U,1988,Peruvian Vipertooth
unknown,adult,red,yellow,red,3.082634902521966,pointed,curved,yes,smooth,mixed,yes,0.6155955424407275,lithe,7.230816504811391,2,no,yes,short,spiny,fluted,Ecuador,9,62.62165300806763,yes,no,no,TX,1967,Peruvian Vipertooth
unknown,unknown,brown,amber,brown,2.601177905593611,pointed,curved,yes,smooth,mixed,yes,0.47242983812145845,lithe,5.759776994406477,2,no,yes,short,spiny,fluted,Ecuador,7,60.316578666099524,yes,no,no,OK,2021,Peruvian Vipertooth
xis,adult,gold,amber,gold,0.0,pointed,curved,yes,smooth,mixed,yes,0.7337858863920053,lithe,8.900201369470398,2,no,yes,short,pointed,fluted,Egypt,7,58.833897509636664,yes,no,no,VM,1980,Peruvian Vipertooth
female,juvenile,bronze,amber,bronze,1.5387366441749204,pointed,curved,yes,smooth,mixed,yes,0.44626879832353683,lithe,3.1531372265055215,2,no,yes,short,pointed,fluted,Peru,10,0.0,yes,no,no,SR,2002,Peruvian Vipertooth
female,unknown,brown,green,brown,6.2227999417096695,pointed,curved,yes,smooth,mixed,yes,0.8937922881367183,lithe,0.0,2,no,yes,short,spiny,fluted,Ecuador,9,0.0,yes,no,no,LM,1981,Peruvian Vipertooth
unknown,juvenile,brown,amber,brown,0.0,pointed,curved,yes,smooth,mixed,yes,0.4046945287100992,lithe,3.363107096605324,2,no,yes,short,pointed,fluted,Ecuador,7,63.29365475951882,yes,no,no,NR,1979,Peruvian Vipertooth
female,adult,bronze,yellow,bronze,0.0,pointed,curved,yes,smooth,mixed,yes,0.3329469306311528,lithe,6.107037120697567,2,no,yes,short,pointed,fluted,Brazil,9,61.904001288213514,yes,no,no,NR,1965,Peruvian Vipertooth
male,unknown,bronze,amber,bronze,5.313125649675524,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,pointed,fluted,Peru,6,0.0,yes,no,no,TX,2003,Peruvian Vipertooth
female,adult,tan,green,tan,2.694006194398457,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,spiny,fluted,Brazil,10,0.0,yes,no,no,NN,1962,Peruvian Vipertooth
female,adult,gold,green,gold,3.9392197768255306,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,9.791483651637924,2,no,yes,short,spiny,fluted,Peru,8,56.45642532737096,yes,no,no,CT,1956,Peruvian Vipertooth
xis,adult,copper,green,copper,3.28854376081953,pointed,curved,yes,smooth,mixed,yes,0.45815511609108583,lithe,2.6123974339996434,2,no,yes,short,spiny,fluted,Ecuador,5,0.0,yes,no,no,VM,2018,Peruvian Vipertooth
female,adult,pink,red,pink,0.0,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,spiny,fluted,Peru,10,61.694897927695514,yes,no,no,SR,1975,Peruvian Vipertooth
unknown,unknown,bronze,yellow,bronze,0.0,pointed,curved,yes,smooth,mixed,yes,0.4775661906537436,lithe,6.0783552930452265,2,no,yes,short,pointed,fluted,Open Ocean,6,64.18499039143013,yes,no,no,LM,2001,Peruvian Vipertooth
unknown,juvenile,copper,amber,copper,1.64044280052719,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,3.530816489018743,2,no,yes,short,pointed,fluted,Brazil,7,68.07871533935374,yes,no,no,KN,1998,Peruvian Vipertooth
xis,adult,copper,yellow,copper,2.806000111485106,pointed,curved,yes,smooth,mixed,yes,0.5529023624592395,lithe,6.652675654993791,2,no,yes,short,pointed,fluted,Brazil,7,0.0,yes,no,no,NN,1981,Peruvian Vipertooth
unknown,adult,gold,amber,gold,2.210221412529957,pointed,curved,yes,smooth,mixed,yes,0.4090503563923229,lithe,0.0,2,no,yes,short,spiny,fluted,Ecuador,6,65.16451700002898,yes,no,no,TX,2014,Peruvian Vipertooth
unknown,adult,gold,green,gold,0.0,pointed,curved,yes,smooth,mixed,yes,0.761397202695318,lithe,7.976405915115604,2,no,yes,short,pointed,fluted,Peru,9,0.0,yes,no,no,WX,1987,Peruvian Vipertooth
female,elder,red,green,red,0.0,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,11.916503885481955,2,no,yes,short,spiny,fluted,Peru,8,57.559300176639454,yes,no,no,NR,1975,Peruvian Vipertooth
xis,adult,tan,yellow,tan,3.9674061800525533,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,10.552864699285148,2,no,yes,short,spiny,fluted,Brazil,5,0.0,yes,no,no,TX,1984,Peruvian Vipertooth
female,adult,tan,amber,tan,4.3073373595035065,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,pointed,fluted,Egypt,9,0.0,yes,no,no,FF,1997,Peruvian Vipertooth
female,unknown,gold,yellow,gold,6.054415583690701,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,13.052538487227638,2,no,yes,short,pointed,fluted,Peru,9,54.80398486652915,yes,no,no,TR,1985,Peruvian Vipertooth
unknown,adult,red,green,red,0.0,pointed,curved,yes,smooth,mixed,yes,0.5593452351426814,lithe,9.40146768687721,2,no,yes,short,pointed,fluted,Peru,6,0.0,yes,no,no,NN,2002,Peruvian Vipertooth
male,adult,bronze,green,bronze,2.429775190779998,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,pointed,fluted,Ecuador,7,0.0,yes,no,no,AB,2000,Peruvian Vipertooth
unknown,juvenile,bronze,green,bronze,0.0,pointed,curved,yes,smooth,mixed,yes,0.5777930034007978,lithe,4.78029445512618,2,no,yes,short,spiny,fluted,Ecuador,9,67.94202541932837,yes,no,no,KN,1966,Peruvian Vipertooth
male,unknown,gold,amber,gold,0.0,pointed,curved,yes,smooth,mixed,yes,0.7405431504992002,lithe,0.0,2,no,yes,short,spiny,fluted,Ecuador,7,53.22153545206024,yes,yes,no,SR,2004,Peruvian Vipertooth
unknown,adult,copper,amber,copper,3.108923503107791,pointed,curved,yes,smooth,mixed,yes,0.6578541304674981,lithe,7.105423388652756,2,no,yes,short,spiny,fluted,Peru,9,0.0,yes,no,no,BR,2003,Peruvian Vipertooth
unknown,unknown,tan,yellow,tan,4.088364591861683,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,8.641282014671441,2,no,yes,short,spiny,fluted,Peru,7,56.63256152349133,yes,no,no,BB,1990,Peruvian Vipertooth
unknown,unknown,tan,yellow,tan,0.0,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,11.021504330479242,2,no,yes,short,spiny,fluted,Open Ocean,8,0.0,yes,no,no,KN,1982,Peruvian Vipertooth
xis,adult,pink,red,pink,2.369069555008257,pointed,curved,yes,smooth,mixed,yes,0.3263739323392884,lithe,0.0,2,no,yes,short,pointed,fluted,Peru,7,59.24893069556335,yes,no,no,TR,1975,Peruvian Vipertooth
female,adult,gold,green,gold,3.725140066423799,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,7.487689421984925,2,no,yes,short,pointed,fluted,Egypt,9,0.0,yes,no,no,FF,1981,Peruvian Vipertooth
male,adult,bronze,amber,bronze,2.4373270588223743,pointed,curved,yes,smooth,mixed,yes,0.3102298204681574,lithe,5.001171400303423,2,no,yes,short,spiny,fluted,Peru,8,64.7831360295933,yes,no,no,TR,1959,Peruvian Vipertooth
unknown,juvenile,gold,amber,gold,1.807901918124682,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,4.119076159258844,2,no,yes,short,spiny,fluted,Brazil,6,61.69441279104022,yes,no,no,OK,1998,Peruvian Vipertooth
male,unknown,copper,amber,copper,5.122733688186466,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,9.967051714848811,2,no,yes,short,spiny,fluted,Ecuador,8,53.46680230668752,yes,no,no,BR,1983,Peruvian Vipertooth
unknown,unknown,copper,green,copper,3.193197975572722,pointed,curved,yes,smooth,mixed,yes,0.36517657320023855,lithe,6.6813512697590545,2,no,yes,short,pointed,fluted,Open Ocean,6,65.90993578923597,yes,no,no,NN,2004,Peruvian Vipertooth
unknown,adult,brown,yellow,brown,0.0,pointed,curved,yes,smooth,mixed,yes,0.6299410592891006,lithe,0.0,2,no,yes,short,spiny,fluted,Brazil,6,58.59209513913658,yes,no,no,DR,2003,Peruvian Vipertooth
female,unknown,copper,yellow,copper,6.302054035173053,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,spiny,fluted,Ecuador,8,56.51366518213998,yes,no,no,OH,2023,Peruvian Vipertooth
xis,juvenile,brown,amber,brown,1.9837352346670984,pointed,curved,yes,smooth,mixed,yes,0.5703242289172925,lithe,4.209644726465666,2,no,yes,short,spiny,fluted,Peru,6,66.70233057900148,yes,no,no,LM,2003,Peruvian Vipertooth
unknown,unknown,copper,yellow,copper,3.262604748523597,pointed,curved,yes,smooth,mixed,yes,0.3461048214356433,lithe,7.03834484808443,2,no,yes,short,spiny,fluted,Ecuador,8,57.25519097836114,yes,no,no,NK,1989,Peruvian Vipertooth
xis,adult,gold,amber,gold,4.344128080193553,pointed,curved,yes,smooth,mixed,yes,0.5555351762800197,lithe,8.960209592145395,2,no,yes,short,spiny,fluted,Kenya,5,0.0,yes,no,no,WX,1971,Peruvian Vipertooth
male,juvenile,copper,amber,copper,1.460176102634866,pointed,curved,yes,smooth,mixed,yes,0.3945668236387535,lithe,3.155171458584411,2,no,yes,short,pointed,fluted,Brazil,7,67.71047837762929,yes,no,no,KN,1979,Peruvian Vipertooth
xis,juvenile,gold,yellow,gold,2.2626828066976734,pointed,curved,yes,smooth,mixed,yes,0.5418582974066283,lithe,4.209731030205167,2,no,yes,short,spiny,fluted,Peru,5,0.0,yes,no,no,KN,2021,Peruvian Vipertooth
unknown,adult,bronze,amber,bronze,4.1587106218692,pointed,curved,yes,smooth,mixed,yes,0.5405191416204848,lithe,10.230032130509077,2,no,yes,short,pointed,fluted,Peru,9,0.0,yes,no,no,NK,2014,Peruvian Vipertooth
female,unknown,gold,green,gold,5.620897913497045,pointed,curved,yes,smooth,mixed,yes,0.6271907392188988,lithe,13.326790703714131,2,no,yes,short,pointed,fluted,Ecuador,10,0.0,yes,no,no,OH,2006,Peruvian Vipertooth
xis,elder,gold,green,gold,5.3305734060925305,pointed,curved,yes,smooth,mixed,yes,0.8392222729505179,lithe,0.0,2,no,yes,short,spiny,fluted,Peru,7,0.0,yes,no,no,OK,2001,Peruvian Vipertooth
xis,juvenile,tan,green,tan,0.0,pointed,curved,yes,smooth,mixed,yes,0.554901174157612,lithe,4.0781243651532515,2,no,yes,short,pointed,fluted,Open Ocean,7,60.81780315121007,yes,no,no,BB,1989,Peruvian Vipertooth
unknown,unknown,gold,amber,gold,5.067354773967615,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,5.676283574726924,2,no,yes,short,spiny,fluted,Brazil,6,0.0,yes,no,no,NR,2000,Peruvian Vipertooth
male,juvenile,copper,green,copper,0.0,pointed,curved,yes,smooth,mixed,yes,0.49052012992536337,lithe,3.4051992867969445,2,no,yes,short,spiny,fluted,Egypt,9,59.4773491478714,yes,no,no,OH,1986,Peruvian Vipertooth
xis,adult,gold,yellow,gold,2.0527979827313554,pointed,curved,yes,smooth,mixed,yes,0.3398991807596575,lithe,5.330537356931041,2,no,yes,short,spiny,fluted,Ethiopia,6,0.0,yes,no,no,AB,1986,Peruvian Vipertooth
female,adult,gold,yellow,gold,0.0,pointed,curved,yes,smooth,mixed,yes,0.8149959002662672,lithe,10.675034116868217,2,no,yes,short,spiny,fluted,Brazil,8,61.79587781528476,yes,no,no,LM,2011,Peruvian Vipertooth
female,adult,brown,yellow,brown,3.692036679197585,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,8.678568117838447,2,no,yes,short,pointed,fluted,Open Ocean,8,66.64135590356845,yes,no,no,TR,1961,Peruvian Vipertooth
male,adult,tan,yellow,tan,0.0,pointed,curved,yes,smooth,mixed,yes,0.30162028771144833,lithe,4.4181521668158705,2,no,yes,short,spiny,fluted,Brazil,7,0.0,yes,no,no,NR,1959,Peruvian Vipertooth
female,adult,copper,green,copper,2.9676116671829313,pointed,curved,yes,smooth,mixed,yes,0.5132943176273195,lithe,0.0,2,no,yes,short,pointed,fluted,Brazil,10,57.16038865774486,yes,no,no,CT,1956,Peruvian Vipertooth
male,juvenile,gold,green,gold,1.5672246307355062,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,3.372982344653724,2,no,yes,short,spiny,fluted,Peru,7,63.54627021090232,yes,no,no,AB,1974,Peruvian Vipertooth
unknown,elder,bronze,amber,bronze,4.544407014222809,pointed,curved,yes,smooth,mixed,yes,0.4488437148217055,lithe,0.0,2,no,yes,short,pointed,fluted,Open Ocean,6,0.0,yes,no,no,FF,1961,Peruvian Vipertooth
female,adult,bronze,green,bronze,4.076292361245716,pointed,curved,yes,smooth,mixed,yes,0.6909237616811406,lithe,9.345406806214747,2,no,yes,short,pointed,fluted,Peru,8,0.0,yes,no,no,CT,1964,Peruvian Vipertooth
xis,adult,tan,green,tan,2.6615235554218013,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,5.82605995686778,2,no,yes,short,pointed,fluted,Ecuador,7,57.57060208008545,yes,no,no,SR,2022,Peruvian Vipertooth
female,adult,brown,green,brown,0.0,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,6.829285303670561,2,no,yes,short,pointed,fluted,Brazil,8,65.66023796568913,yes,no,no,SR,1983,Peruvian Vipertooth
xis,juvenile,tan,green,tan,0.0,pointed,curved,yes,smooth,mixed,yes,0.43754427917978156,lithe,3.3781677332655446,2,no,yes,short,spiny,fluted,Ecuador,5,0.0,yes,no,no,SX,2002,Peruvian Vipertooth
female,juvenile,gold,amber,gold,2.3316029820375306,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,spiny,fluted,Peru,10,61.615145669189516,yes,no,no,OH,1959,Peruvian Vipertooth
unknown,unknown,copper,green,copper,0.0,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,pointed,fluted,Ecuador,8,64.95012694562047,yes,no,no,OH,1992,Peruvian Vipertooth
female,adult,copper,amber,copper,4.2773877465637895,pointed,curved,yes,smooth,mixed,yes,0.647866060166224,lithe,10.036305658616056,2,no,yes,short,spiny,fluted,Open Ocean,10,60.65019588672361,yes,no,no,NN,2004,Peruvian Vipertooth
unknown,unknown,red,yellow,red,2.6207808294622446,pointed,curved,yes,smooth,mixed,yes,0.3299835452477286,lithe,5.67983014765856,2,no,yes,short,spiny,fluted,Brazil,7,61.58940201642555,yes,no,no,VM,1999,Peruvian Vipertooth
xis,unknown,tan,yellow,tan,6.764169000609642,pointed,curved,yes,smooth,mixed,yes,0.6896283975631482,lithe,13.316952686993215,2,no,yes,short,pointed,fluted,Ecuador,5,57.1738043847554,yes,no,no,FF,1963,Peruvian Vipertooth
male,unknown,brown,green,brown,5.5649093808492704,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,pointed,fluted,Brazil,7,0.0,yes,no,no,BR,1995,Peruvian Vipertooth
female,unknown,brown,green,brown,6.872747057345748,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,14.491721113779635,2,no,yes,short,spiny,fluted,Ecuador,10,55.62796870435055,yes,no,no,VM,1962,Peruvian Vipertooth
unknown,juvenile,brown,amber,brown,0.0,pointed,curved,yes,smooth,mixed,yes,0.35219840455180007,lithe,0.0,2,no,yes,short,pointed,fluted,Ecuador,8,61.923133809857944,yes,no,no,TR,1978,Peruvian Vipertooth
female,unknown,gold,green,gold,6.741346351004095,pointed,curved,yes,smooth,mixed,yes,0.8220262741377249,lithe,13.53965783277292,2,no,yes,short,spiny,fluted,Peru,9,0.0,yes,no,no,SR,1998,Peruvian Vipertooth
female,adult,tan,yellow,tan,0.0,pointed,curved,yes,smooth,mixed,yes,0.4370737247551998,lithe,0.0,2,no,yes,short,pointed,fluted,Peru,9,0.0,yes,no,no,FF,2001,Peruvian Vipertooth
female,adult,pink,red,pink,4.063056640591436,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,9.47295749089431,2,no,yes,short,pointed,fluted,Ecuador,9,64.30209138650896,yes,no,no,KN,1990,Peruvian Vipertooth
xis,adult,tan,amber,tan,2.7429810736722877,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,5.972651741261185,2,no,yes,short,pointed,fluted,Ecuador,5,63.696667303730166,yes,no,no,OH,1959,Peruvian Vipertooth
male,adult,red,amber,red,2.6325010706322494,pointed,curved,yes,smooth,mixed,yes,0.41343656820812386,lithe,0.0,2,no,yes,short,spiny,fluted,Ecuador,8,0.0,yes,no,no,VM,1955,Peruvian Vipertooth
female,adult,copper,yellow,copper,4.465860295557631,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,11.457230035946324,2,no,yes,short,pointed,fluted,Peru,10,61.59170945996256,yes,no,no,OK,1959,Peruvian Vipertooth
female,adult,gold,amber,gold,0.0,pointed,curved,yes,smooth,mixed,yes,0.34339424817347575,lithe,0.0,2,no,yes,short,pointed,fluted,Peru,10,63.443188911905175,yes,no,no,FF,1992,Peruvian Vipertooth
male,unknown,copper,amber,copper,4.558816500050725,pointed,curved,yes,smooth,mixed,yes,0.5195876817517799,lithe,0.0,2,no,yes,short,spiny,fluted,Brazil,6,59.783230545579215,yes,no,no,DR,1970,Peruvian Vipertooth
female,adult,gold,amber,gold,4.1833142148334534,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,10.100038286323747,2,no,yes,short,spiny,fluted,Open Ocean,10,59.08027374700261,yes,no,no,NR,1965,Peruvian Vipertooth
xis,juvenile,bronze,yellow,bronze,1.7801614392875376,pointed,curved,yes,smooth,mixed,yes,0.5340298556587292,lithe,0.0,2,no,yes,short,pointed,fluted,Ecuador,7,62.86307486432861,yes,no,no,TX,1974,Peruvian Vipertooth
unknown,adult,brown,amber,brown,0.0,pointed,curved,yes,smooth,mixed,yes,0.25198446293513044,lithe,0.0,2,no,yes,short,spiny,fluted,Peru,6,0.0,yes,no,no,TR,1985,Peruvian Vipertooth
xis,juvenile,copper,yellow,copper,0.0,pointed,curved,yes,smooth,mixed,yes,0.5581811663532069,lithe,4.435280204567334,2,no,yes,short,spiny,fluted,Brazil,6,69.87398071827526,yes,no,no,OH,2005,Peruvian Vipertooth
male,adult,red,green,red,2.933935316454282,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,pointed,fluted,Peru,7,57.53228733747479,yes,no,no,FF,2013,Peruvian Vipertooth
female,adult,brown,yellow,brown,3.1593269533261683,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,7.3763967475831,2,no,yes,short,spiny,fluted,Kenya,10,59.86832220952195,yes,no,no,OK,1995,Peruvian Vipertooth
female,adult,brown,yellow,brown,4.630383923966461,pointed,curved,yes,smooth,mixed,yes,0.8572645317741018,lithe,10.982775812184641,2,no,yes,short,pointed,fluted,Peru,9,0.0,yes,no,no,KN,1957,Peruvian Vipertooth
xis,unknown,tan,amber,tan,4.982446625622106,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,12.552358006420954,2,no,yes,short,pointed,fluted,Egypt,5,0.0,yes,no,no,DR,2013,Peruvian Vipertooth
xis,adult,tan,green,tan,3.882541155403296,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,0.0,2,no,yes,short,spiny,fluted,Ecuador,6,63.37056636939582,yes,no,no,SX,1985,Peruvian Vipertooth
unknown,adult,gold,yellow,gold,4.128728141527017,pointed,curved,yes,smooth,mixed,yes,0.8476934149816856,lithe,10.416706111820995,2,no,yes,short,spiny,fluted,Sudan,9,65.8106210348731,yes,no,no,DR,1962,Peruvian Vipertooth
female,adult,copper,green,copper,0.0,pointed,curved,yes,smooth,mixed,yes,0.3610173811162799,lithe,6.557515855251639,2,no,yes,short,spiny,fluted,Peru,10,57.528079331163255,yes,no,no,BB,1973,Peruvian Vipertooth
unknown,adult,red,yellow,red,2.238788197404391,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,4.647473704048225,2,no,yes,short,spiny,fluted,Open Ocean,8,65.04054386229808,yes,no,no,VM,1985,Peruvian Vipertooth
female,adult,tan,green,tan,4.09590517296286,pointed,curved,yes,smooth,mixed,yes,0.6843063401365043,lithe,8.18427174585827,2,no,yes,short,pointed,fluted,Peru,8,0.0,yes,no,no,TX,1969,Peruvian Vipertooth
xis,unknown,red,green,red,6.156458658602724,pointed,curved,yes,smooth,mixed,yes,1.1466293688080087,lithe,13.310483401592714,2,no,yes,short,spiny,fluted,Ethiopia,6,0.0,yes,no,no,DR,1989,Peruvian Vipertooth
female,adult,pink,red,pink,2.913831645216004,pointed,curved,yes,smooth,mixed,yes,0.515990537071444,lithe,0.0,2,no,yes,short,pointed,fluted,Ecuador,9,61.97081603827683,yes,no,no,CT,2005,Peruvian Vipertooth
unknown,unknown,gold,green,gold,2.427193797082473,pointed,curved,yes,smooth,mixed,yes,0.0,lithe,4.55240027623053,2,no,yes,short,spiny,fluted,Sudan,6,56.84174093370282,yes,no,no,FF,2007,Peruvian Vipertooth
